URI,Title,Authority,Deity,Denomination,Department,Diameter,Dynasty,Issuer,Manufacture,Material,Mint,Obverse Legend,Obverse Type,Object Type,Portrait,Reference,Region,Region-coord,Reverse Legend,Reverse Type,Weight,terminus_post_quem,terminus_ante_quem,year_avg,Thumbnail_obv,Thumbnail_rev
http://numismatics.org/collection/1944.100.54857,"Gold Solidus of Valentinian III, Rome, AD 440 - AD 455. 1944.100.54857",Valentinian III,,Solidus,Roman,22,,,Struck,Gold,Rome,D N PLA VALENTI-NIANVS P F AVG,Bust diademed draped cuirassed right,Coin,Valentinian III,RIC X Valentinian III 2014,Italy,"41.9, 12.5",VICTORI-A AVGGG,"Emperor standingfront holding cross sceptre and Victory on globe, left foot on human headed serpent Victory's dress as ""parentheses""",4.443,440,455,447,http://numismatics.org/collectionimages/19001949/1944/1944.100.54857.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54857.rev.width175.jpg
http://numismatics.org/collection/1944.100.54858,"Gold Solidus of Valentinian III, Rome, AD 440 - AD 455. 1944.100.54858",Valentinian III,,Solidus,Roman,21,,,Struck,Gold,Rome,D N PLA VALENTI-NIANVS P F AVG,Bust diademed draped cuirassed right,Coin,Valentinian III,RIC X Valentinian III 2014,Italy,"41.9, 12.5",VICTORI-A AVGGG,"Emperor standingfront holding cross sceptre and Victory on globe, left foot on human headed serpent Victory's dress as ""parentheses""",4.469,440,455,447,http://numismatics.org/collectionimages/19001949/1944/1944.100.54858.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54858.rev.width175.jpg
http://numismatics.org/collection/1944.100.54859,"Gold Solidus of Theodosius II, Constantinople, AD 430 - AD 440. 1944.100.54859",Theodosius II,Constantinopolis,Solidus,Roman,21,,,Struck,Gold,Constantinople,D N VALENTIN-IANVS P F AVG,Bust facing helmeted cuir. with spear and shield,Coin,Valentinian III,RIC X Theodosius II (East) 260,Thrace,"42.15, 24.75",VOT XXX MVLT XXXX,"Constantinopolis std. l. holding gl.cr. and sceptre, prow l.",4.42,430,440,435,http://numismatics.org/collectionimages/19001949/1944/1944.100.54859.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54859.rev.width175.jpg
http://numismatics.org/collection/1944.100.54860,"Gold Solidus of Theodosius II, Constantinople, AD 425 - AD 429. 1944.100.54860",Theodosius II,,Solidus,Roman,21.5,,,Struck,Gold,Constantinople,D N VALENTIN-IANVS P F AVG,Bust facing helmeted cuir. with spear and shield,Coin,Valentinian III|Theodosius II,RIC X Theodosius II (East) 242,Thrace,"42.15, 24.75",SALVS REIPVBLICAE,two nimbate figures stg. facing each holding mappa and cruciform sceptre with star above,4.507,425,429,427,http://numismatics.org/collectionimages/19001949/1944/1944.100.54860.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54860.rev.width175.jpg
http://numismatics.org/collection/1944.100.54861,"Gold Semissis of Valentinian III, Rome, AD 435. 1944.100.54861",Valentinian III,Victory,Semissis,Roman,16.5,,,Struck,Gold,Rome,D N PLA VALENTINIANVS P F AVG,Bust diademed draped cuirassed right,Coin,Valentinian III,RIC X Valentinian III 2048,Italy,"41.9, 12.5",VICTORI AVGVSTORVM,Victory seated right engraving shield supported by winged genius left VOT X MVLT XX,2.09,435,435,435,http://numismatics.org/collectionimages/19001949/1944/1944.100.54861.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54861.rev.width175.jpg
http://numismatics.org/collection/1944.100.54862,"Bronze AE4 of Valentinian III, Rome, AD 423 - AD 455. 1944.100.54862",Valentinian III,Victory,AE4,Roman,11,,Valentinian III,,Bronze,Rome,[D N VALENTINIANVS P F AVG],Bust diademed draped cuirassed right,Coin,,,,,VICTO[RIA AVGG],Victory advancing left holding wreath and palm,1.215,423,455,439,http://numismatics.org/collectionimages/19001949/1944/1944.100.54862.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54862.rev.width175.jpg
http://numismatics.org/collection/1944.100.54863,"Bronze AE4 of Valentinian III, Rome, AD 423 - AD 455. 1944.100.54863",Valentinian III,Victory,AE4,Roman,13,,Valentinian III,,Bronze,Rome,[D N VALENTINIANVS P] F AVG,Bust diademed draped cuirassed right,Coin,,,,,[VICT]ORIA AVGG,Victory advancing left holding wreath and palm,0.916,423,455,439,http://numismatics.org/collectionimages/19001949/1944/1944.100.54863.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54863.rev.width175.jpg
http://numismatics.org/collection/1944.100.54864,"Bronze AE4 of Valentinian III, Rome, AD 423 - AD 455. 1944.100.54864",Valentinian III,Victory,AE4,Roman,11.5,,Valentinian III,,Bronze,Rome,[D N VALEN]TINIANVS P F AVG,Bust diademed draped cuirassed right,Coin,,,,,VICTOR[IA] AVGG,Victory advancing left holding wreath and palm,1.148,423,455,439,http://numismatics.org/collectionimages/19001949/1944/1944.100.54864.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54864.rev.width175.jpg
http://numismatics.org/collection/1944.100.54865,"Bronze AE4 of Valentinian III, Rome, AD 425 - AD 435. 1944.100.54865",Valentinian III,Victory,AE4,Roman,10.5,,,Struck,Bronze,Rome,D N VALEN[TINIANVS P F AVG],Bust diademed draped cuirassed right,Coin,Valentinian III,RIC X Valentinian III 2121,Italy,"41.9, 12.5",VIC[TO]R[IA AVGG],Victory advancing left holding wreath and palm,0.593,425,435,430,http://numismatics.org/collectionimages/19001949/1944/1944.100.54865.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54865.rev.width175.jpg
http://numismatics.org/collection/1944.100.54866,"Bronze AE4 of Valentinian III, Rome, AD 425 - AD 435. 1944.100.54866",Valentinian III,Victory,AE4,Roman,11.5,,,Struck,Bronze,Rome,[D N VALENTI]NIANVS P F AVG,Bust diademed draped cuirassed right,Coin,Valentinian III,RIC X Valentinian III 2122,Italy,"41.9, 12.5",[VICTOR]IA [AVGG],Victory advancing left holding wreath and palm,1.212,425,435,430,http://numismatics.org/collectionimages/19001949/1944/1944.100.54866.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54866.rev.width175.jpg
http://numismatics.org/collection/1944.100.54867,"Bronze AE4 of Valentinian III, Rome, AD 425 - AD 435. 1944.100.54867",Valentinian III,Victory,AE4,Roman,13.5,,,Struck,Bronze,Rome,[D N VA]LENTINI[AN P F AVG],Bust diademed draped cuirassed right,Coin,Valentinian III,RIC X Valentinian III 2122,Italy,"41.9, 12.5",[VICTOR-I]A AVGG,Victory advancing left holding wreath and palm,1.224,425,435,430,http://numismatics.org/collectionimages/19001949/1944/1944.100.54867.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54867.rev.width175.jpg
http://numismatics.org/collection/1944.100.54868,"Bronze AE4 of Valentinian III, Rome, AD 425 - AD 435. 1944.100.54868",Valentinian III,Victory,AE4,Roman,12,,,Struck,Bronze,Rome,[D N V]ALENTINIA[NVS P F AVG],Bust diademed draped cuirassed right,Coin,Valentinian III,RIC X Valentinian III 2122,Italy,"41.9, 12.5",[VICTOR-]IA AVGG,Victory advancing left holding wreath and palm,1.092,425,435,430,http://numismatics.org/collectionimages/19001949/1944/1944.100.54868.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54868.rev.width175.jpg
http://numismatics.org/collection/1944.100.54870,"Bronze AE4 of Valentinian III, Rome, AD 425 - AD 435. 1944.100.54870",Valentinian III,Victory,AE4,Roman,13.5,,,Struck,Bronze,Rome,D N VALENTINIANVS P F [AVG],Bust diademed draped cuirassed right,Coin,Valentinian III,RIC X Valentinian III 2121,Italy,"41.9, 12.5",[VICTOR]-IA AVGG,Victory advancing left holding wreath and palm,1.625,425,435,430,http://numismatics.org/collectionimages/19001949/1944/1944.100.54870.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54870.rev.width175.jpg
http://numismatics.org/collection/1944.100.54871,"Bronze AE3 of Valentinian III, Rome, AD 430 - AD 437. 1944.100.54871",Valentinian III,,AE3,Roman,11.5,,,Struck,Bronze,Rome,[D N VALENTINIAN]VS P F AVG,Bust diademed draped cuirassed right,Coin,Valentinian III,RIC X Valentinian III 2130,Italy,"41.9, 12.5",VOT XX,legend within wreath,1.774,430,437,433,http://numismatics.org/collectionimages/19001949/1944/1944.100.54871.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54871.rev.width175.jpg
http://numismatics.org/collection/1944.100.54872,"Bronze AE3 of Valentinian III, Rome, AD 430 - AD 437. 1944.100.54872",Valentinian III,,AE3,Roman,14,,,Struck,Bronze,Rome,D N VALENTINIANVS P F AVG,Bust diademed draped cuirassed right,Coin,Valentinian III,RIC X Valentinian III 2124,Italy,"41.9, 12.5",VOT PVB,camp gate,2.14,430,437,433,http://numismatics.org/collectionimages/19001949/1944/1944.100.54872.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54872.rev.width175.jpg
http://numismatics.org/collection/1944.100.54873,"Bronze AE4 of Valentinian III, Rome, AD 423 - AD 455. 1944.100.54873",Valentinian III,,AE4,Roman,12.5,,Valentinian III,,Bronze,Rome,[D N VALENTINIAN]VS P F AVG,Bust diademed draped cuirassed right,Coin,,,,,VOT PVB,turreted camp gate,1.055,423,455,439,http://numismatics.org/collectionimages/19001949/1944/1944.100.54873.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54873.rev.width175.jpg
http://numismatics.org/collection/1944.100.54874,"Bronze AE3 of Valentinian III, Rome, AD 430 - AD 437. 1944.100.54874",Valentinian III,,AE3,Roman,12,,,Struck,Bronze,Rome,D N VALEN[TIN]IANVS P F [AVG],Bust diademed draped cuirassed right,Coin,Valentinian III,RIC X Valentinian III 2123,Italy,"41.9, 12.5",VOT PVB,camp gate,1.624,430,437,433,http://numismatics.org/collectionimages/19001949/1944/1944.100.54874.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54874.rev.width175.jpg
http://numismatics.org/collection/1944.100.54875,"Bronze AE4 of Valentinian III, Rome, AD 430 - AD 437. 1944.100.54875",Valentinian III,Victory,AE4,Roman,13,,,Struck,Bronze,Rome,[D N] VALENTINIAN[VS P F AVG],Bust diademed draped cuirassed right,Coin,Valentinian III,RIC X Valentinian III 2131,Italy,"41.9, 12.5",VICTORIA AVGGG,Two Victories holding wreath between them,1.305,430,437,433,http://numismatics.org/collectionimages/19001949/1944/1944.100.54875.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54875.rev.width175.jpg
http://numismatics.org/collection/1944.100.54876,"Gold Solidus of Valentinian III, Ravenna, AD 426 - AD 430. 1944.100.54876",Valentinian III,,Solidus,Roman,20.5,,,Struck,Gold,Ravenna,D N PLA VALENTI-NIANVS P F AVG,Bust diademed draped cuirassed right,Coin,Valentinian III,RIC X Valentinian III 2011,Italy,"41.9, 12.5",VICTORI-A AVGGG,"Emperor standing front, holding cross sceptre and Victory on globe, right foot on human headed serpent",4.414,426,430,428,http://numismatics.org/collectionimages/19001949/1944/1944.100.54876.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54876.rev.width175.jpg
http://numismatics.org/collection/1944.100.54877,"Gold Solidus of Valentinian III, Ravenna, AD 426 - AD 430. 1944.100.54877",Valentinian III,,Solidus,Roman,21,,,Struck,Gold,Ravenna,D N PLA VALENTI-NIANVS P F AVG,Bust diademed draped cuirassed right,Coin,Valentinian III,RIC X Valentinian III 2011,Italy,"41.9, 12.5",VICTORI-A AVGGG,"Emperor standing front, holding cross sceptre and Victory on globe, right foot on human headed serpent",4.51,426,430,428,http://numismatics.org/collectionimages/19001949/1944/1944.100.54877.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54877.rev.width175.jpg
http://numismatics.org/collection/1944.100.54878,"Gold Tremissis, Gaul, AD 455 - AD 456. 1944.100.54878",Avitus,,Tremissis,Roman,15.5,,,,Gold,Gaul,D N AVITV(rev.S) VERP F AVG,bust diademed draped cuirassed right cross above,Coin,,,,,,cross within wreath,1.445,455,456,455,http://numismatics.org/collectionimages/19001949/1944/1944.100.54878.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54878.rev.width175.jpg
http://numismatics.org/collection/1944.100.54880,"Gold Solidus of Majorian, Mediolanum, AD 457 - AD 461. 1944.100.54880",Majorian,,Solidus,Roman,21.5,,,Struck,Gold,Mediolanum,D N IVLIVS MAIORIA-NVS P F AVG,bust helmeted cuirassed with spear and shield right,Coin,Majorian,RIC X Majorian 2637,Italy,"41.9, 12.5",VICTORI-A AVGGG,"Emperor standing front, holding cross sceptre and Victory on globe, right foot on human-headed serpent",4.35,457,461,459,http://numismatics.org/collectionimages/19001949/1944/1944.100.54880.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54880.rev.width175.jpg
http://numismatics.org/collection/1944.100.54881,"Gold Solidus of Majorian, Arelate comitatensian mint, AD 457 - AD 461. 1944.100.54881",Majorian,,Solidus,Roman,21,,,Struck,Gold,Arelate comitatensian mint,D N IVLIVS MAIORI-ANVS P F AVG,bust helmeted cuirassed with spear and shield right,Coin,Majorian,RIC X Majorian 2633,Gallia,"49.3817, 3.3236",VICTORI-A AVGGG,"Emperor standing front, holding cross sceptre and Victory on globe, right foot on human-headed serpent",4.49,457,461,459,http://numismatics.org/collectionimages/19001949/1944/1944.100.54881.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54881.rev.width175.jpg
http://numismatics.org/collection/1944.100.54882,"Gold Tremissis of Visigoths, Uncertain value, AD 459 - AD 461. 1944.100.54882",Visigoths,,Tremissis,Roman,15,,,Struck,Gold,uncertain,D N IVLIVS MAIOR-IANVS P F AVG,bust helmeted cuirassed with spear and shield right,Coin,Majorian,RIC X Visigoths 3748,Gallia,"49.3817, 3.3236",,cross within wreath,1.452,459,461,460,http://numismatics.org/collectionimages/19001949/1944/1944.100.54882.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54882.rev.width175.jpg
http://numismatics.org/collection/1944.100.54883,"Gold Tremissis of Majorian, Ravenna, AD 457 - AD 461. 1944.100.54883",Majorian,,Tremissis,Roman,14,,,Struck,Gold,Ravenna,D N IVL MAIORIANVS P F AVG,bust helmeted cuirassed with spear and shield right,Coin,Majorian,RIC X Majorian 2610,Italy,"41.9, 12.5",,cross within wreath,1.436,457,461,459,http://numismatics.org/collectionimages/19001949/1944/1944.100.54883.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54883.rev.width175.jpg
http://numismatics.org/collection/1944.100.54884,"Silver Siliqua of Majorian, Uncertain value, AD 457 - AD 461. 1944.100.54884",Majorian,Victory,Siliqua,Roman,11.5,,,Struck,Silver,uncertain,[D N IVL] MAIORIANVS P F,bust helmeted cuirassed with spear and shield right,Coin,Majorian,RIC X Majorian 2652,Gallia,"49.3817, 3.3236",VIT AVGG,figure standing with cross sceptre,0.561,457,461,459,http://numismatics.org/collectionimages/19001949/1944/1944.100.54884.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54884.rev.width175.jpg
http://numismatics.org/collection/1944.100.54885,"Gold Solidus of Libius Severus, Comitatensian, AD 462. 1944.100.54885",Libius Severus,,Solidus,Roman,21.5,,,Struck,Gold,Comitatensian,D N LIBIVS SEVE-RVS P F AVG,bust diademed draped cuirassed right,Coin,Libius Severus,RIC X Libius Severus 2704,Italy,"41.9, 12.5",VICTORI-A AVGGG,"Emperor standing front, holding cross sceptre and Victory on globe, right foot on human-headed serpent",4.42,462,462,462,http://numismatics.org/collectionimages/19001949/1944/1944.100.54885.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54885.rev.width175.jpg
http://numismatics.org/collection/1944.100.54886,"Gold Solidus of Libius Severus, Ravenna, AD 461 - AD 465. 1944.100.54886",Libius Severus,,Solidus,Roman,21.5,,,Struck,Gold,Ravenna,D N LIBIVS SE-VERVS P F AVG,bust diademed draped cuirassed right,Coin,Libius Severus,RIC X Libius Severus 2719,Italy,"41.9, 12.5",VICTORI-A AVGGG,"Emperor standing front, holding cross sceptre and Victory on globe, right foot on human-headed serpent",4.4,461,465,463,http://numismatics.org/collectionimages/19001949/1944/1944.100.54886.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54886.rev.width175.jpg
http://numismatics.org/collection/1944.100.54887,"Gold Tremissis of Libius Severus, Comitatensian, AD 462. 1944.100.54887",Libius Severus,,Tremissis,Roman,14,,,Struck,Gold,Comitatensian,D N LIB SEVE-[RVS P F] AVG,bust diademed draped cuirassed right,Coin,Libius Severus,RIC X Libius Severus 2709,Italy,"41.9, 12.5",,cross within wreath,1.411,462,462,462,http://numismatics.org/collectionimages/19001949/1944/1944.100.54887.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54887.rev.width175.jpg
http://numismatics.org/collection/1944.100.54888,"Gold Tremissis of Libius Severus, Mediolanum, AD 461 - AD 465. 1944.100.54888",Libius Severus,,Tremissis,Roman,15,,,Struck,Gold,Mediolanum,D N LIBIVS SEV-EVERVS P E •À_•À_•À_G,bust diademed draped cuirassed right,Coin,Libius Severus,RIC X Libius Severus 2726,Italy,"41.9, 12.5",,cross within wreath,1.428,461,465,463,http://numismatics.org/collectionimages/19001949/1944/1944.100.54888.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54888.rev.width175.jpg
http://numismatics.org/collection/1944.100.54889,"Silver Half siliqua of Libius Severus, Rome, AD 461 - AD 465. 1944.100.54889",Libius Severus,,Half siliqua,Roman,11.5,,,Struck,Silver,Rome,D N LIB SEVE-RVS P F AVG,bust diademed draped cuirassed right,Coin,Libius Severus,RIC X Libius Severus 2713,Italy,"41.9, 12.5",,Chi Ro within wreath,0.752,461,465,463,http://numismatics.org/collectionimages/19001949/1944/1944.100.54889.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54889.rev.width175.jpg
http://numismatics.org/collection/1944.100.54890,"Bronze AE4 of Libius Severus, Rome, AD 461 - AD 465. 1944.100.54890",Libius Severus,,AE4,Roman,10,,Libius Severus,,Bronze,Rome,[ ],bust right,Coin,,,,,,Libius Severus mongram 1,1.05,461,465,463,http://numismatics.org/collectionimages/19001949/1944/1944.100.54890.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54890.rev.width175.jpg
http://numismatics.org/collection/1944.100.54891,"Gold Solidus of Anthemius, Rome, AD 467 - AD 472. 1944.100.54891",Anthemius,,Solidus,Roman,20.5,,,Struck,Gold,Rome,D N ANTHE-MIVS P F AVG,bust facing helmeted cuirassed with spear and shield,Coin,Anthemius|Leo I,RIC X Anthemius 2821,Italy,"41.9, 12.5",SALVS R-EI P-VBLICAE,"two figures standing each holds spear, and joinly hold cross on globe •À_•À_•À_ between",4.385,467,472,469,http://numismatics.org/collectionimages/19001949/1944/1944.100.54891.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54891.rev.width175.jpg
